date,artificial intelligence,crime,education,elections,entertainment,environment,finance,health,immigration,international relations,pandemics,politics,protests,science,sports,technology,videogames,war,users,new_users,num_likes,num_posts,num_images,num_follows,num_blocks
2024-06-24,,three people including two japanese nationals are injured in a stabbing at a bus stop in suzhou,,,,,,,,wikileaks founder julian assange leaves the united kingdom after being freed from prison in a plea deal with the united states he returns to his native australia two days later,,,,the discovery of three superearth candidates around hd a ktype dwarf star located lightyears away is reported one planet lies within the habitable zone,,,,,6011796.043478261,9397.086956521496,3070430,860765,161670,223995,27138
2024-06-25,,,,a special election was held for colorados th congressional district after republican ken buck resigned early after initially announcing his retirement at the end of the term republican greg lopez won the election against democrat trisha calvarese and libertarian hannah goodman,,,,,,,,,,the change lunar exploration mission successfully returns to earth after taking rock and soil samples from the far side of the moon the orbiter proceeded on a mission to carry out observations at sunearth lagrange point l after dropping the sample off to earth chinas change lunar exploration mission successfully returns to earth after taking rock and soil samples from the far side of the moon the orbiter proceeded on a mission to carry out observations at sunearth lagrange point l after dropping the sample off to earth,conifa world football cup association football international winner postponed until fiba european championship for small countries fiba womens european championship for small countries basketball continental winner men andorrawomen norway,,,,6021193.130434782,9397.086956521496,3086736,886410,164498,225010,30464
2024-06-26,,,,,,,,,,,,a failed coup détat attempt in la paz bolivia is led by the former general commander juan josé zúñiga thai senate election june,,,nba draft basketball domestic winner zaccharie risacher cosafa cup association football regional winner angola,introducing bluesky starter packs create a starter pack today personalized invites that bring friends directly into your slice of bluesky,,,6030590.217391305,9397.086956522427,3089344,879023,163464,259475,29476
2024-06-27,,former defence ministers li shangfu and wei fenghe are expelled from the chinese communist party for serious violation of party discipline and the law,,,,,,,,,,,,,,,,,6039987.304347826,9397.086956521496,3044450,882948,162580,268040,29177
2024-06-28,,,,mongolian parliamentary election the mongolian peoples party wins a reduced majority of seats in the state great khural amid gains by the democratic party mongolian parliamentary election,,,,,,,,,,,,,taketwo interactive closed intercept games,,6049384.391304348,9397.086956521496,3298280,922269,167805,227060,29821
2024-06-29,,,,mauritanian presidential election,,,,,the biden administration expands its temporary protected status program to haitians in the country to february offering them deportation relief and work permits,,,,,,fiba under basketball world cup basketball international winner united states portland eprix fe formula racing international winner race antónio félix da costa tag heuer porsche formula e teamrace antónio félix da costa tag heuer porsche formula e team,,,,6058781.478260869,9397.086956521496,2905315,808172,173588,227491,31608
2024-06-30,,,,,inside out surpasses billion in worldwide box office earnings in less than three weeks the fastest of any animated film in history,,,,,,,hungarian prime minister viktor orbán fidesz former czech prime minister andrej babi ano and former austrian minister of the interior herbert kickl fp form a new european group called the patriots for europe,,,austrian grand prix f formula racing international winner george russell mercedes,the privatelyowned tianlong space rocket is destroyed after it is launched by accident from its test site near gongyi henan,,,6068178.565217392,9397.086956522427,2930773,812890,173933,206958,29844
2024-07-01,,,,,,hurricane beryl becomes the earliest category hurricane on record after devastating the island of carriacou grenada,,,,,,the start of the hungarian presidency of the council of the european union,in trump v united states the supreme court rules in a decision that former presidents are entitled to absolute immunity from prosecution for official acts that rely on core constitutional powers taken while in office presumed immunity for other official acts and no immunity for unofficial acts,,wimbledon championships tennis domestic winner men carlos alcarazwomen barbora krejíková,,,,6077575.652173913,9397.086956521496,3263507,849916,162515,230949,29905
2024-07-02,,,,,,,,,,,,,,,european junior swimming championships swimming continental winner italy,,,,6086972.739130435,9397.086956521496,3141482,844150,157294,219736,33684
2024-07-03,,,,,,,,,,,,,,,,,,,6096369.826086957,9397.086956522427,3092060,849363,156801,227768,27850
2024-07-04,,,,the united kingdom general election is held united kingdom general election sir keir starmer leads the labour party to a landslide victory returning the party to government for the first time in years,,,,,,,,united kingdom general election,,,,,,,6105766.9130434785,9397.086956521496,3055319,852696,160359,185354,25098
2024-07-05,,,,iranian presidential election masoud pezeshkian is elected president of iran iranian presidential election masoud pezeshkian is elected president of iran,,,,,,,,,,the first mouse model with a complete functional human immune system is demonstrated,ofc u mens championship association football continental winner new zealand,,,,6115164.0,9397.086956521496,3070001,870917,161844,185087,24345
